BitsFlipped,OutputOnes,OutputFraction,ErrorPerN,Probability,MC_Probability,MC_Trials,LevelRealTrials,ProbRegisterClean,ProbRegisterHit,ProbMSBIntact,ProbMSBLost,Log10TrialCount
19,99,0.3867187500,0.1367187500,8.044498996986e-03,7.400000000000e-03,20000,22044,0.000000000000e+00,8.044498996986e-03,8.044498996986e-03,0.000000000000e+00,26.5428
19,100,0.3906250000,0.1406250000,3.086986462126e-03,3.500000000000e-03,20000,22044,0.000000000000e+00,3.086986462126e-03,3.086986462126e-03,0.000000000000e+00,26.1268
19,101,0.3945312500,0.1445312500,2.521059130371e-03,2.650000000000e-03,20000,22044,0.000000000000e+00,2.521059130371e-03,2.521059130371e-03,0.000000000000e+00,26.0388
19,102,0.3984375000,0.1484375000,1.680458545176e-03,1.700000000000e-03,20000,22044,0.000000000000e+00,1.680458545176e-03,1.680458545176e-03,0.000000000000e+00,25.8627
19,103,0.4023437500,0.1523437500,1.688506160510e-03,2.000000000000e-03,20000,22044,0.000000000000e+00,1.688506160510e-03,1.688506160510e-03,0.000000000000e+00,25.8648
19,104,0.4062500000,0.1562500000,8.953327854351e-04,5.500000000000e-04,20000,22044,0.000000000000e+00,8.953327854351e-04,8.953327854351e-04,0.000000000000e+00,25.5892
19,105,0.4101562500,0.1601562500,1.223842424253e-03,1.150000000000e-03,20000,22044,0.000000000000e+00,1.223842424253e-03,1.223842424253e-03,0.000000000000e+00,25.7250
19,106,0.4140625000,0.1640625000,5.555258384139e-04,7.000000000000e-04,20000,22044,0.000000000000e+00,5.555258384139e-04,5.555258384139e-04,0.000000000000e+00,25.3820
19,107,0.4179687500,0.1679687500,9.233159733418e-04,1.100000000000e-03,20000,22044,0.000000000000e+00,9.233159733418e-04,9.233159733418e-04,0.000000000000e+00,25.6026
19,108,0.4218750000,0.1718750000,2.266473653112e-04,2.000000000000e-04,20000,22044,0.000000000000e+00,2.266473653112e-04,2.266473653112e-04,0.000000000000e+00,24.9926
19,109,0.4257812500,0.1757812500,9.437708476700e-04,9.000000000000e-04,20000,22044,0.000000000000e+00,9.437708476700e-04,9.437708476700e-04,0.000000000000e+00,25.6121
19,110,0.4296875000,0.1796875000,3.085805323000e-04,2.000000000000e-04,20000,22044,0.000000000000e+00,3.085805323000e-04,3.085805323000e-04,0.000000000000e+00,25.1266
19,111,0.4335937500,0.1835937500,7.395214365898e-04,7.500000000000e-04,20000,22044,0.000000000000e+00,7.395214365898e-04,7.395214365898e-04,0.000000000000e+00,25.5062
19,112,0.4375000000,0.1875000000,1.851274558669e-04,5.000000000000e-05,20000,22044,0.000000000000e+00,1.851274558669e-04,1.851274558669e-04,0.000000000000e+00,24.9047
19,113,0.4414062500,0.1914062500,7.658088572117e-04,1.250000000000e-03,20000,22044,0.000000000000e+00,7.658088572117e-04,7.658088572117e-04,0.000000000000e+00,25.5214
19,114,0.4453125000,0.1953125000,1.224464390125e-04,2.000000000000e-04,20000,22044,0.000000000000e+00,1.224464390125e-04,1.224464390125e-04,0.000000000000e+00,24.7252
19,115,0.4492187500,0.1992187500,5.979221484045e-04,4.500000000000e-04,20000,22044,0.000000000000e+00,5.979221484045e-04,5.979221484045e-04,0.000000000000e+00,25.4139
19,116,0.4531250000,0.2031250000,1.341689747794e-04,5.000000000000e-05,20000,22044,0.000000000000e+00,1.341689747794e-04,1.341689747794e-04,0.000000000000e+00,24.7649
19,117,0.4570312500,0.2070312500,3.710587281709e-04,4.500000000000e-04,20000,22044,0.000000000000e+00,3.710587281709e-04,3.710587281709e-04,0.000000000000e+00,25.2067
19,118,0.4609375000,0.2109375000,3.028234878598e-04,3.500000000000e-04,20000,22044,0.000000000000e+00,3.028234878598e-04,3.028234878598e-04,0.000000000000e+00,25.1185
19,119,0.4648437500,0.2148437500,9.084622703841e-06,5.000000000000e-05,20000,22044,0.000000000000e+00,9.084622703841e-06,9.084622703841e-06,0.000000000000e+00,23.5956
19,120,0.4687500000,0.2187500000,1.690229115295e-04,5.000000000000e-05,20000,22044,0.000000000000e+00,1.690229115295e-04,1.690229115295e-04,0.000000000000e+00,24.8652
19,121,0.4726562500,0.2226562500,2.254775771532e-05,0.000000000000e+00,20000,22044,0.000000000000e+00,2.254775771532e-05,2.254775771532e-05,0.000000000000e+00,23.9904
19,122,0.4765625000,0.2265625000,7.643808923064e-05,1.000000000000e-04,20000,22044,0.000000000000e+00,7.643808923064e-05,7.643808923064e-05,0.000000000000e+00,24.5206
19,123,0.4804687500,0.2304687500,1.181420768409e-05,5.000000000000e-05,20000,22044,0.000000000000e+00,1.181420768409e-05,1.181420768409e-05,0.000000000000e+00,23.7097
19,124,0.4843750000,0.2343750000,4.265193320635e-05,0.000000000000e+00,20000,22044,0.000000000000e+00,4.265193320635e-05,4.265193320635e-05,0.000000000000e+00,24.2672
19,125,0.4882812500,0.2382812500,7.770620590718e-06,5.000000000000e-05,20000,22044,0.000000000000e+00,7.770620590718e-06,7.770620590718e-06,0.000000000000e+00,23.5277
19,126,0.4921875000,0.2421875000,2.001872382452e-05,0.000000000000e+00,20000,22044,0.000000000000e+00,2.001872382452e-05,2.001872382452e-05,0.000000000000e+00,23.9387
19,127,0.4960937500,0.2460937500,5.078306085344e-06,0.000000000000e+00,20000,22044,0.000000000000e+00,5.078306085344e-06,5.078306085344e-06,0.000000000000e+00,23.3430
19,128,0.5000000000,0.2500000000,7.334951306862e-06,5.000000000000e-05,20000,22044,0.000000000000e+00,7.334951306862e-06,7.334951306862e-06,0.000000000000e+00,23.5027
19,129,0.5039062500,0.2539062500,2.401593680114e-06,0.000000000000e+00,20000,22044,0.000000000000e+00,2.401593680114e-06,2.401593680114e-06,0.000000000000e+00,23.0178
19,130,0.5078125000,0.2578125000,2.199455851087e-06,0.000000000000e+00,20000,22044,0.000000000000e+00,2.199455851087e-06,2.199455851087e-06,0.000000000000e+00,22.9796
19,131,0.5117187500,0.2617187500,1.349539681764e-06,0.000000000000e+00,20000,22044,0.000000000000e+00,1.349539681764e-06,1.349539681764e-06,0.000000000000e+00,22.7675
19,132,0.5156250000,0.2656250000,7.035260956627e-08,0.000000000000e+00,20000,22044,0.000000000000e+00,7.035260956627e-08,7.035260956627e-08,0.000000000000e+00,21.4845
19,133,0.5195312500,0.2695312500,3.257138711918e-07,0.000000000000e+00,20000,22044,0.000000000000e+00,3.257138711918e-07,3.257138711918e-07,0.000000000000e+00,22.1501
19,134,0.5234375000,0.2734375000,2.287142822711e-08,0.000000000000e+00,20000,22044,0.000000000000e+00,2.287142822711e-08,2.287142822711e-08,0.000000000000e+00,20.9966
19,135,0.5273437500,0.2773437500,5.826961356438e-08,0.000000000000e+00,20000,22044,0.000000000000e+00,5.826961356438e-08,5.826961356438e-08,0.000000000000e+00,21.4027
19,136,0.5312500000,0.2812500000,5.400198331402e-09,0.000000000000e+00,20000,22044,0.000000000000e+00,5.400198331402e-09,5.400198331402e-09,0.000000000000e+00,20.3697
19,137,0.5351562500,0.2851562500,6.840833355892e-09,0.000000000000e+00,20000,22044,0.000000000000e+00,6.840833355892e-09,6.840833355892e-09,0.000000000000e+00,20.4724
19,138,0.5390625000,0.2890625000,7.719241709333e-10,0.000000000000e+00,20000,22044,0.000000000000e+00,7.719241709333e-10,7.719241709333e-10,0.000000000000e+00,19.5248
19,139,0.5429687500,0.2929687500,3.897527845203e-10,0.000000000000e+00,20000,22044,0.000000000000e+00,3.897527845203e-10,3.897527845203e-10,0.000000000000e+00,19.2281
19,140,0.5468750000,0.2968750000,5.039906696384e-11,0.000000000000e+00,20000,22044,0.000000000000e+00,5.039906696384e-11,5.039906696384e-11,0.000000000000e+00,18.3397
20,0,0.0000000000,-0.2500000000,4.453661326232e-02,4.360000000000e-02,20000,22044,0.000000000000e+00,4.453661326232e-02,0.000000000000e+00,4.453661326232e-02,28.3741
20,1,0.0039062500,-0.2460937500,8.680565939822e-03,1.050000000000e-02,20000,22044,0.000000000000e+00,8.680565939822e-03,0.000000000000e+00,8.680565939822e-03,27.6639
20,2,0.0078125000,-0.2421875000,1.085522746783e-03,1.200000000000e-03,20000,22044,0.000000000000e+00,1.085522746783e-03,0.000000000000e+00,1.085522746783e-03,26.7610
20,3,0.0117187500,-0.2382812500,2.879142499354e-03,3.400000000000e-03,20000,22044,0.000000000000e+00,2.879142499354e-03,0.000000000000e+00,2.879142499354e-03,27.1847
20,4,0.0156250000,-0.2343750000,1.223256478335e-03,1.800000000000e-03,20000,22044,0.000000000000e+00,1.223256478335e-03,0.000000000000e+00,1.223256478335e-03,26.8129
20,5,0.0195312500,-0.2304687500,1.584798712184e-03,1.150000000000e-03,20000,22044,0.000000000000e+00,1.584798712184e-03,0.000000000000e+00,1.584798712184e-03,26.9254
20,6,0.0234375000,-0.2265625000,2.867413451003e-04,4.000000000000e-04,20000,22044,0.000000000000e+00,2.867413451003e-04,0.000000000000e+00,2.867413451003e-04,26.1829
20,7,0.0273437500,-0.2226562500,1.585561475229e-03,1.350000000000e-03,20000,22044,0.000000000000e+00,1.585561475229e-03,0.000000000000e+00,1.585561475229e-03,26.9256
20,8,0.0312500000,-0.2187500000,9.667576745346e-04,1.200000000000e-03,20000,22044,0.000000000000e+00,9.667576745346e-04,0.000000000000e+00,9.667576745346e-04,26.7107
20,9,0.0351562500,-0.2148437500,1.577867049246e-03,2.200000000000e-03,20000,22044,0.000000000000e+00,1.577867049246e-03,0.000000000000e+00,1.577867049246e-03,26.9235
20,10,0.0390625000,-0.2109375000,2.867421510852e-04,2.000000000000e-04,20000,22044,0.000000000000e+00,2.867421510852e-04,0.000000000000e+00,2.867421510852e-04,26.1829
20,11,0.0429687500,-0.2070312500,2.836554226809e-04,2.500000000000e-04,20000,22044,0.000000000000e+00,2.836554226809e-04,0.000000000000e+00,2.836554226809e-04,26.1782
20,12,0.0468750000,-0.2031250000,3.024183864616e-05,5.000000000000e-05,20000,22044,0.000000000000e+00,3.024183864616e-05,0.000000000000e+00,3.024183864616e-05,25.2060
20,13,0.0507812500,-0.1992187500,1.504061524901e-04,1.500000000000e-04,20000,22044,0.000000000000e+00,1.504061524901e-04,0.000000000000e+00,1.504061524901e-04,25.9027
20,14,0.0546875000,-0.1953125000,2.037898172415e-05,0.000000000000e+00,20000,22044,0.000000000000e+00,2.037898172415e-05,0.000000000000e+00,2.037898172415e-05,25.0346
20,15,0.0585937500,-0.1914062500,1.443856718708e-03,1.300000000000e-03,20000,22044,0.000000000000e+00,1.443856718708e-03,0.000000000000e+00,1.443856718708e-03,26.8849
20,16,0.0625000000,-0.1875000000,9.591454947967e-04,7.000000000000e-04,20000,22044,0.000000000000e+00,9.591454947967e-04,0.000000000000e+00,9.591454947967e-04,26.7073
20,17,0.0664062500,-0.1835937500,1.572162341291e-03,1.300000000000e-03,20000,22044,0.000000000000e+00,1.572162341291e-03,0.000000000000e+00,1.572162341291e-03,26.9219
20,18,0.0703125000,-0.1796875000,2.912140481047e-04,4.500000000000e-04,20000,22044,0.000000000000e+00,2.912140481047e-04,0.000000000000e+00,2.912140481047e-04,26.1896
20,19,0.0742187500,-0.1757812500,2.737431200117e-04,2.000000000000e-04,20000,22044,0.000000000000e+00,2.737431200117e-04,0.000000000000e+00,2.737431200117e-04,26.1627
20,20,0.0781250000,-0.1718750000,3.392891035145e-05,5.000000000000e-05,20000,22044,0.000000000000e+00,3.392891035145e-05,0.000000000000e+00,3.392891035145e-05,25.2560
20,21,0.0820312500,-0.1679687500,1.454485826987e-04,0.000000000000e+00,20000,22044,0.000000000000e+00,1.454485826987e-04,0.000000000000e+00,1.454485826987e-04,25.8881
20,22,0.0859375000,-0.1640625000,3.011147148018e-05,0.000000000000e+00,20000,22044,0.000000000000e+00,3.011147148018e-05,0.000000000000e+00,3.011147148018e-05,25.2041
20,23,0.0898437500,-0.1601562500,1.386041997398e-04,1.500000000000e-04,20000,22044,0.000000000000e+00,1.386041997398e-04,0.000000000000e+00,1.386041997398e-04,25.8672
20,24,0.0937500000,-0.1562500000,1.625112365476e-05,0.000000000000e+00,20000,22044,0.000000000000e+00,1.625112365476e-05,0.000000000000e+00,1.625112365476e-05,24.9363
20,25,0.0976562500,-0.1523437500,1.437486629922e-04,1.000000000000e-04,20000,22044,0.000000000000e+00,1.437486629922e-04,0.000000000000e+00,1.437486629922e-04,25.8830
20,26,0.1015625000,-0.1484375000,2.501404729322e-05,0.000000000000e+00,20000,22044,0.000000000000e+00,2.501404729322e-05,0.000000000000e+00,2.501404729322e-05,25.1236
20,27,0.1054687500,-0.1445312500,1.578606556353e-05,1.000000000000e-04,20000,22044,0.000000000000e+00,1.578606556353e-05,0.000000000000e+00,1.578606556353e-05,24.9237
20,28,0.1093750000,-0.1406250000,6.957090385299e-06,5.000000000000e-05,20000,22044,0.000000000000e+00,6.957090385299e-06,0.000000000000e+00,6.957090385299e-06,24.5678
20,29,0.1132812500,-0.1367187500,5.258724897532e-05,5.000000000000e-05,20000,22044,0.000000000000e+00,5.258724897532e-05,0.000000000000e+00,5.258724897532e-05,25.4463
20,30,0.1171875000,-0.1328125000,1.241634417230e-04,1.500000000000e-04,20000,22044,0.000000000000e+00,1.241634417230e-04,0.000000000000e+00,1.241634417230e-04,25.8194
20,31,0.1210937500,-0.1289062500,1.287044874779e-03,8.500000000000e-04,20000,22044,0.000000000000e+00,1.287044874779e-03,0.000000000000e+00,1.287044874779e-03,26.8350
20,32,0.1250000000,-0.1250000000,9.872874919226e-04,1.000000000000e-03,20000,22044,0.000000000000e+00,9.872874919226e-04,0.000000000000e+00,9.872874919226e-04,26.7198
20,33,0.1289062500,-0.1210937500,1.387840088524e-03,1.850000000000e-03,20000,22044,0.000000000000e+00,1.387840088524e-03,0.000000000000e+00,1.387840088524e-03,26.8677
20,34,0.1328125000,-0.1171875000,4.105759243399e-04,5.000000000000e-04,20000,22044,0.000000000000e+00,4.105759243399e-04,0.000000000000e+00,4.105759243399e-04,26.3388
20,35,0.1367187500,-0.1132812500,2.507468482512e-04,1.000000000000e-04,20000,22044,0.000000000000e+00,2.507468482512e-04,0.000000000000e+00,2.507468482512e-04,26.1246
20,36,0.1406250000,-0.1093750000,7.130550284831e-05,5.000000000000e-05,20000,22044,0.000000000000e+00,7.130550284831e-05,0.000000000000e+00,7.130550284831e-05,25.5785
20,37,0.1445312500,-0.1054687500,1.115126244692e-04,0.000000000000e+00,20000,22044,0.000000000000e+00,1.115126244692e-04,0.000000000000e+00,1.115126244692e-04,25.7727
20,38,0.1484375000,-0.1015625000,9.268567891273e-05,5.000000000000e-05,20000,22044,0.000000000000e+00,9.268567891273e-05,0.000000000000e+00,9.268567891273e-05,25.6924
20,39,0.1523437500,-0.0976562500,1.104535376681e-04,5.000000000000e-05,20000,22044,0.000000000000e+00,1.104535376681e-04,0.000000000000e+00,1.104535376681e-04,25.7686
20,40,0.1562500000,-0.0937500000,2.180342276941e-05,5.000000000000e-05,20000,22044,0.000000000000e+00,2.180342276941e-05,0.000000000000e+00,2.180342276941e-05,25.0639
20,41,0.1601562500,-0.0898437500,1.051626805957e-04,1.500000000000e-04,20000,22044,0.000000000000e+00,1.051626805957e-04,0.000000000000e+00,1.051626805957e-04,25.7473
20,42,0.1640625000,-0.0859375000,5.193731205066e-05,1.000000000000e-04,20000,22044,0.000000000000e+00,5.193731205066e-05,0.000000000000e+00,5.193731205066e-05,25.4409
20,43,0.1679687500,-0.0820312500,1.489024827344e-05,0.000000000000e+00,20000,22044,0.000000000000e+00,1.489024827344e-05,0.000000000000e+00,1.489024827344e-05,24.8983
20,44,0.1718750000,-0.0781250000,2.144972499412e-05,5.000000000000e-05,20000,22044,0.000000000000e+00,2.144972499412e-05,0.000000000000e+00,2.144972499412e-05,25.0568
20,45,0.1757812500,-0.0742187500,5.536118014206e-06,0.000000000000e+00,20000,22044,0.000000000000e+00,5.536118014206e-06,0.000000000000e+00,5.536118014206e-06,24.4686
20,46,0.1796875000,-0.0703125000,4.278802673287e-05,0.000000000000e+00,20000,22044,0.000000000000e+00,4.278802673287e-05,0.000000000000e+00,4.278802673287e-05,25.3567
20,47,0.1835937500,-0.0664062500,1.015747582196e-04,1.000000000000e-04,20000,22044,0.000000000000e+00,1.015747582196e-04,0.000000000000e+00,1.015747582196e-04,25.7322
20,48,0.1875000000,-0.0625000000,1.030548177422e-05,0.000000000000e+00,20000,22044,0.000000000000e+00,1.030548177422e-05,0.000000000000e+00,1.030548177422e-05,24.7385
20,49,0.1914062500,-0.0585937500,1.044832116672e-04,1.000000000000e-04,20000,22044,0.000000000000e+00,1.044832116672e-04,0.000000000000e+00,1.044832116672e-04,25.7444
20,50,0.1953125000,-0.0546875000,5.085478168130e-05,0.000000000000e+00,20000,22044,0.000000000000e+00,5.085478168130e-05,0.000000000000e+00,5.085478168130e-05,25.4317
20,51,0.1992187500,-0.0507812500,1.463423677032e-05,5.000000000000e-05,20000,22044,0.000000000000e+00,1.463423677032e-05,0.000000000000e+00,1.463423677032e-05,24.8908
20,52,0.2031250000,-0.0468750000,1.498850326051e-05,0.000000000000e+00,20000,22044,0.000000000000e+00,1.498850326051e-05,0.000000000000e+00,1.498850326051e-05,24.9012
20,53,0.2070312500,-0.0429687500,6.881080983307e-06,0.000000000000e+00,20000,22044,0.000000000000e+00,6.881080983307e-06,0.000000000000e+00,6.881080983307e-06,24.5631
20,54,0.2109375000,-0.0390625000,6.959867579474e-06,0.000000000000e+00,20000,22044,2.251834088703e-07,6.734684170604e-06,2.251834088703e-07,6.734684170604e-06,24.5680
20,55,0.2148437500,-0.0351562500,1.074737248360e-05,0.000000000000e+00,20000,22044,5.288711254201e-06,5.458661229402e-06,5.288711254201e-06,5.458661229402e-06,24.7567
20,56,0.2187500000,-0.0312500000,6.652335819254e-05,1.000000000000e-04,20000,22044,5.800754661994e-05,8.515811572601e-06,6.087915155875e-05,5.644206633797e-06,25.5484
20,57,0.2226562500,-0.0273437500,3.996313172671e-04,4.000000000000e-04,20000,22044,3.950784256277e-04,4.552891639398e-06,3.952408350308e-04,4.390482236287e-06,26.3271
20,58,0.2265625000,-0.0234375000,2.088099359006e-03,2.500000000000e-03,20000,22044,1.873976907274e-03,2.141224517321e-04,2.084778621672e-03,3.320737334860e-06,27.0452
20,59,0.2304687500,-0.0195312500,6.594045958923e-03,6.100000000000e-03,20000,22044,6.580478201827e-03,1.356775709602e-05,6.591838998812e-03,2.206960111567e-06,27.5446
20,60,0.2343750000,-0.0156250000,2.126623487508e-02,2.110000000000e-02,20000,22044,1.774997409703e-02,3.516260778046e-03,2.126535525936e-02,8.796157222236e-07,28.0531
20,61,0.2382812500,-0.0117187500,3.783990404561e-02,3.990000000000e-02,20000,22044,3.766081460588e-02,1.790894397335e-04,3.783905556395e-02,8.484816629103e-07,28.3034
20,62,0.2421875000,-0.0078125000,8.459036236057e-02,8.145000000000e-02,20000,22044,6.383670406794e-02,2.075365829263e-02,8.459026216053e-02,1.002000399764e-07,28.6527
20,63,0.2460937500,-0.0039062500,8.829428239824e-02,8.780000000000e-02,20000,22044,8.729805684504e-02,9.962255531941e-04,8.829406168752e-02,2.207107190926e-07,28.6713
20,64,0.2500000000,0.0000000000,1.409748113020e-01,1.408500000000e-01,20000,22044,9.684165797471e-02,4.413315332731e-02,1.409747885647e-01,2.273732068600e-08,28.8745
20,65,0.2539062500,0.0039062500,9.726011895355e-02,9.685000000000e-02,20000,22044,8.729805684504e-02,9.962062108510e-03,9.726009162754e-02,2.732601296548e-08,28.7133
20,66,0.2578125000,0.0078125000,1.027736144954e-01,1.033000000000e-01,20000,22044,6.383670406794e-02,3.893691042742e-02,1.027736111141e-01,3.381307859507e-09,28.7373
20,67,0.2617187500,0.0117187500,5.777216082830e-02,5.970000000000e-02,20000,22044,3.766081460588e-02,2.011134622242e-02,5.777215986402e-02,9.642768518969e-10,28.4871
20,68,0.2656250000,0.0156250000,4.477916256780e-02,4.570000000000e-02,20000,22044,1.774997409703e-02,2.702918847077e-02,4.477916242091e-02,1.468880685225e-10,28.3765
20,69,0.2695312500,0.0195312500,1.834497191340e-02,1.770000000000e-02,20000,22044,6.580478201827e-03,1.176449371158e-02,1.834497190915e-02,4.257319599929e-12,27.9889
20,70,0.2734375000,0.0234375000,2.659374674589e-02,2.625000000000e-02,20000,22044,1.873976907274e-03,2.471976983862e-02,2.659374674505e-02,8.414871049418e-13,28.1502
20,71,0.2773437500,0.0273437500,1.217765138641e-02,1.240000000000e-02,20000,22044,3.950784256277e-04,1.178257296078e-02,1.217765138641e-02,0.000000000000e+00,27.8110
20,72,0.2812500000,0.0312500000,1.054789879971e-02,9.600000000000e-03,20000,22044,5.800754661994e-05,1.048989125309e-02,1.054789879971e-02,0.000000000000e+00,27.7486
20,73,0.2851562500,0.0351562500,1.122606867887e-02,1.000000000000e-02,20000,22044,5.288711254201e-06,1.122077996762e-02,1.122606867887e-02,0.000000000000e+00,27.7756
20,74,0.2890625000,0.0390625000,1.086166311036e-02,1.045000000000e-02,20000,22044,2.251834088703e-07,1.086143792695e-02,1.086166311036e-02,0.000000000000e+00,27.7613
20,75,0.2929687500,0.0429687500,1.722733401592e-03,1.750000000000e-03,20000,22044,0.000000000000e+00,1.722733401592e-03,1.722733401592e-03,0.000000000000e+00,26.9616
20,76,0.2968750000,0.0468750000,1.568604808082e-02,1.555000000000e-02,20000,22044,0.000000000000e+00,1.568604808082e-02,1.568604808082e-02,0.000000000000e+00,27.9209
20,77,0.3007812500,0.0507812500,1.610117483133e-03,1.700000000000e-03,20000,22044,0.000000000000e+00,1.610117483133e-03,1.610117483133e-03,0.000000000000e+00,26.9323
20,78,0.3046875000,0.0546875000,1.016462837745e-02,1.105000000000e-02,20000,22044,0.000000000000e+00,1.016462837745e-02,1.016462837745e-02,0.000000000000e+00,27.7325
20,79,0.3085937500,0.0585937500,1.067257653865e-02,1.155000000000e-02,20000,22044,0.000000000000e+00,1.067257653865e-02,1.067257653865e-02,0.000000000000e+00,27.7537
20,80,0.3125000000,0.0625000000,1.341323055527e-03,1.400000000000e-03,20000,22044,0.000000000000e+00,1.341323055527e-03,1.341323055527e-03,0.000000000000e+00,26.8529
20,81,0.3164062500,0.0664062500,1.038092265006e-02,8.850000000000e-03,20000,22044,0.000000000000e+00,1.038092265006e-02,1.038092265006e-02,0.000000000000e+00,27.7416
20,82,0.3203125000,0.0703125000,8.171916113199e-03,8.450000000000e-03,20000,22044,0.000000000000e+00,8.171916113199e-03,8.171916113199e-03,0.000000000000e+00,27.6377
20,83,0.3242187500,0.0742187500,1.385511593870e-03,1.150000000000e-03,20000,22044,0.000000000000e+00,1.385511593870e-03,1.385511593870e-03,0.000000000000e+00,26.8670
20,84,0.3281250000,0.0781250000,9.114986140704e-03,8.200000000000e-03,20000,22044,0.000000000000e+00,9.114986140704e-03,9.114986140704e-03,0.000000000000e+00,27.6852
20,85,0.3320312500,0.0820312500,1.566453029299e-03,1.300000000000e-03,20000,22044,0.000000000000e+00,1.566453029299e-03,1.566453029299e-03,0.000000000000e+00,26.9203
20,86,0.3359375000,0.0859375000,3.038182604070e-03,3.250000000000e-03,20000,22044,0.000000000000e+00,3.038182604070e-03,3.038182604070e-03,0.000000000000e+00,27.2080
20,87,0.3398437500,0.0898437500,7.976434898318e-04,7.500000000000e-04,20000,22044,0.000000000000e+00,7.976434898318e-04,7.976434898318e-04,0.000000000000e+00,26.6272
20,88,0.3437500000,0.0937500000,1.649969959783e-03,1.400000000000e-03,20000,22044,0.000000000000e+00,1.649969959783e-03,1.649969959783e-03,0.000000000000e+00,26.9429
20,89,0.3476562500,0.0976562500,1.139940881152e-03,1.050000000000e-03,20000,22044,0.000000000000e+00,1.139940881152e-03,1.139940881152e-03,0.000000000000e+00,26.7823
20,90,0.3515625000,0.1015625000,9.586177022383e-04,1.050000000000e-03,20000,22044,0.000000000000e+00,9.586177022383e-04,9.586177022383e-04,0.000000000000e+00,26.7070
20,91,0.3554687500,0.1054687500,3.206383707209e-03,3.100000000000e-03,20000,22044,0.000000000000e+00,3.206383707209e-03,3.206383707209e-03,0.000000000000e+00,27.2314
20,92,0.3593750000,0.1093750000,4.544477493078e-03,4.700000000000e-03,20000,22044,0.000000000000e+00,4.544477493078e-03,4.544477493078e-03,0.000000000000e+00,27.3829
20,93,0.3632812500,0.1132812500,1.018957915065e-03,1.150000000000e-03,20000,22044,0.000000000000e+00,1.018957915065e-03,1.018957915065e-03,0.000000000000e+00,26.7336
20,94,0.3671875000,0.1171875000,8.114433857121e-03,7.450000000000e-03,20000,22044,0.000000000000e+00,8.114433857121e-03,8.114433857121e-03,0.000000000000e+00,27.6347
20,95,0.3710937500,0.1210937500,9.758294835051e-03,1.040000000000e-02,20000,22044,0.000000000000e+00,9.758294835051e-03,9.758294835051e-03,0.000000000000e+00,27.7148
20,96,0.3750000000,0.1250000000,1.244399746024e-03,1.550000000000e-03,20000,22044,0.000000000000e+00,1.244399746024e-03,1.244399746024e-03,0.000000000000e+00,26.8204
20,97,0.3789062500,0.1289062500,9.722207184431e-03,9.350000000000e-03,20000,22044,0.000000000000e+00,9.722207184431e-03,9.722207184431e-03,0.000000000000e+00,27.7132
20,98,0.3828125000,0.1328125000,8.040593261531e-03,8.500000000000e-03,20000,22044,0.000000000000e+00,8.040593261531e-03,8.040593261531e-03,0.000000000000e+00,27.6307
20,99,0.3867187500,0.1367187500,1.590493351399e-03,1.300000000000e-03,20000,22044,0.000000000000e+00,1.590493351399e-03,1.590493351399e-03,0.000000000000e+00,26.9269
20,100,0.3906250000,0.1406250000,7.136672338815e-03,7.900000000000e-03,20000,22044,0.000000000000e+00,7.136672338815e-03,7.136672338815e-03,0.000000000000e+00,27.5789
20,101,0.3945312500,0.1445312500,2.729982143529e-03,3.300000000000e-03,20000,22044,0.000000000000e+00,2.729982143529e-03,2.729982143529e-03,0.000000000000e+00,27.1616
20,102,0.3984375000,0.1484375000,1.976773190548e-03,2.400000000000e-03,20000,22044,0.000000000000e+00,1.976773190548e-03,1.976773190548e-03,0.000000000000e+00,27.0214
20,103,0.4023437500,0.1523437500,1.495330606173e-03,1.350000000000e-03,20000,22044,0.000000000000e+00,1.495330606173e-03,1.495330606173e-03,0.000000000000e+00,26.9001
20,104,0.4062500000,0.1562500000,1.630372333433e-03,1.900000000000e-03,20000,22044,0.000000000000e+00,1.630372333433e-03,1.630372333433e-03,0.000000000000e+00,26.9377
20,105,0.4101562500,0.1601562500,7.169898803652e-04,4.500000000000e-04,20000,22044,0.000000000000e+00,7.169898803652e-04,7.169898803652e-04,0.000000000000e+00,26.5809
20,106,0.4140625000,0.1640625000,8.510442987464e-04,8.500000000000e-04,20000,22044,0.000000000000e+00,8.510442987464e-04,8.510442987464e-04,0.000000000000e+00,26.6554
20,107,0.4179687500,0.1679687500,6.166920749869e-04,7.500000000000e-04,20000,22044,0.000000000000e+00,6.166920749869e-04,6.166920749869e-04,0.000000000000e+00,26.5155
20,108,0.4218750000,0.1718750000,1.030055151520e-03,1.200000000000e-03,20000,22044,0.000000000000e+00,1.030055151520e-03,1.030055151520e-03,0.000000000000e+00,26.7383
20,109,0.4257812500,0.1757812500,4.356901846149e-04,4.500000000000e-04,20000,22044,0.000000000000e+00,4.356901846149e-04,4.356901846149e-04,0.000000000000e+00,26.3646
20,110,0.4296875000,0.1796875000,7.678871322534e-04,7.500000000000e-04,20000,22044,0.000000000000e+00,7.678871322534e-04,7.678871322534e-04,0.000000000000e+00,26.6107
20,111,0.4335937500,0.1835937500,2.871235302351e-04,2.000000000000e-04,20000,22044,0.000000000000e+00,2.871235302351e-04,2.871235302351e-04,0.000000000000e+00,26.1835
20,112,0.4375000000,0.1875000000,8.101837366886e-04,9.500000000000e-04,20000,22044,0.000000000000e+00,8.101837366886e-04,8.101837366886e-04,0.000000000000e+00,26.6340
