BitsFlipped,OutputOnes,OutputFraction,ErrorPerN,Probability,MC_Probability,MC_Trials,LevelRealTrials,ProbRegisterClean,ProbRegisterHit,ProbMSBIntact,ProbMSBLost,Log10TrialCount
9,105,0.4101562500,0.1601562500,3.103512712320e-04,3.000000000000e-04,20000,22044,0.000000000000e+00,3.103512712320e-04,3.103512712320e-04,0.000000000000e+00,12.6667
9,106,0.4140625000,0.1640625000,2.996331481365e-05,5.000000000000e-05,20000,22044,0.000000000000e+00,2.996331481365e-05,2.996331481365e-05,0.000000000000e+00,11.6514
9,107,0.4179687500,0.1679687500,2.024581514366e-04,3.000000000000e-04,20000,22044,0.000000000000e+00,2.024581514366e-04,2.024581514366e-04,0.000000000000e+00,12.4811
9,108,0.4218750000,0.1718750000,1.546350657688e-05,1.000000000000e-04,20000,22044,0.000000000000e+00,1.546350657688e-05,1.546350657688e-05,0.000000000000e+00,11.3641
9,109,0.4257812500,0.1757812500,1.995616996577e-04,3.000000000000e-04,20000,22044,0.000000000000e+00,1.995616996577e-04,1.995616996577e-04,0.000000000000e+00,12.4749
9,110,0.4296875000,0.1796875000,1.833120174970e-05,0.000000000000e+00,20000,22044,0.000000000000e+00,1.833120174970e-05,1.833120174970e-05,0.000000000000e+00,11.4380
9,111,0.4335937500,0.1835937500,2.557687600434e-04,2.500000000000e-04,20000,22044,0.000000000000e+00,2.557687600434e-04,2.557687600434e-04,0.000000000000e+00,12.5827
9,112,0.4375000000,0.1875000000,1.076677821333e-05,0.000000000000e+00,20000,22044,0.000000000000e+00,1.076677821333e-05,1.076677821333e-05,0.000000000000e+00,11.2069
9,113,0.4414062500,0.1914062500,2.597546471149e-04,3.000000000000e-04,20000,22044,0.000000000000e+00,2.597546471149e-04,2.597546471149e-04,0.000000000000e+00,12.5894
9,114,0.4453125000,0.1953125000,1.454605739193e-05,0.000000000000e+00,20000,22044,0.000000000000e+00,1.454605739193e-05,1.454605739193e-05,0.000000000000e+00,11.3375
9,115,0.4492187500,0.1992187500,1.556781258201e-04,1.000000000000e-04,20000,22044,0.000000000000e+00,1.556781258201e-04,1.556781258201e-04,0.000000000000e+00,12.3670
9,116,0.4531250000,0.2031250000,1.663918505747e-05,0.000000000000e+00,20000,22044,0.000000000000e+00,1.663918505747e-05,1.663918505747e-05,0.000000000000e+00,11.3959
9,117,0.4570312500,0.2070312500,5.124788346054e-05,0.000000000000e+00,20000,22044,0.000000000000e+00,5.124788346054e-05,5.124788346054e-05,0.000000000000e+00,11.8845
9,118,0.4609375000,0.2109375000,2.164995050520e-05,0.000000000000e+00,20000,22044,0.000000000000e+00,2.164995050520e-05,2.164995050520e-05,0.000000000000e+00,11.5103
9,119,0.4648437500,0.2148437500,3.225440939576e-07,0.000000000000e+00,20000,22044,0.000000000000e+00,3.225440939576e-07,3.225440939576e-07,0.000000000000e+00,9.6834
9,120,0.4687500000,0.2187500000,1.101481056455e-05,0.000000000000e+00,20000,22044,0.000000000000e+00,1.101481056455e-05,1.101481056455e-05,0.000000000000e+00,11.2168
9,121,0.4726562500,0.2226562500,3.813426238704e-07,0.000000000000e+00,20000,22044,0.000000000000e+00,3.813426238704e-07,3.813426238704e-07,0.000000000000e+00,9.7561
9,122,0.4765625000,0.2265625000,6.572718041791e-06,0.000000000000e+00,20000,22044,0.000000000000e+00,6.572718041791e-06,6.572718041791e-06,0.000000000000e+00,10.9925
9,123,0.4804687500,0.2304687500,4.049685568805e-07,0.000000000000e+00,20000,22044,0.000000000000e+00,4.049685568805e-07,4.049685568805e-07,0.000000000000e+00,9.7822
9,124,0.4843750000,0.2343750000,2.452829669557e-06,0.000000000000e+00,20000,22044,0.000000000000e+00,2.452829669557e-06,2.452829669557e-06,0.000000000000e+00,10.5645
9,125,0.4882812500,0.2382812500,2.916502735224e-07,0.000000000000e+00,20000,22044,0.000000000000e+00,2.916502735224e-07,2.916502735224e-07,0.000000000000e+00,9.6397
9,126,0.4921875000,0.2421875000,4.032976438552e-07,0.000000000000e+00,20000,22044,0.000000000000e+00,4.032976438552e-07,4.032976438552e-07,0.000000000000e+00,9.7804
9,127,0.4960937500,0.2460937500,1.163563070407e-07,0.000000000000e+00,20000,22044,0.000000000000e+00,1.163563070407e-07,1.163563070407e-07,0.000000000000e+00,9.2406
9,128,0.5000000000,0.2500000000,3.061945128844e-09,0.000000000000e+00,20000,22044,0.000000000000e+00,3.061945128844e-09,3.061945128844e-09,0.000000000000e+00,7.6608
9,129,0.5039062500,0.2539062500,1.913954919991e-08,0.000000000000e+00,20000,22044,0.000000000000e+00,1.913954919991e-08,1.913954919991e-08,0.000000000000e+00,8.4567
9,130,0.5078125000,0.2578125000,7.595059206311e-10,0.000000000000e+00,20000,22044,0.000000000000e+00,7.595059206311e-10,7.595059206311e-10,0.000000000000e+00,7.0553
10,0,0.0000000000,-0.2500000000,2.960002795981e-02,3.005000000000e-02,20000,22044,0.000000000000e+00,2.960002795981e-02,0.000000000000e+00,2.960002795981e-02,16.0526
10,1,0.0039062500,-0.2460937500,2.553534757849e-03,2.600000000000e-03,20000,22044,0.000000000000e+00,2.553534757849e-03,0.000000000000e+00,2.553534757849e-03,14.9885
10,2,0.0078125000,-0.2421875000,3.501839873857e-04,4.000000000000e-04,20000,22044,0.000000000000e+00,3.501839873857e-04,0.000000000000e+00,3.501839873857e-04,14.1256
10,3,0.0117187500,-0.2382812500,7.761093714266e-04,1.150000000000e-03,20000,22044,0.000000000000e+00,7.761093714266e-04,0.000000000000e+00,7.761093714266e-04,14.4713
10,4,0.0156250000,-0.2343750000,3.677457024934e-04,3.000000000000e-04,20000,22044,0.000000000000e+00,3.677457024934e-04,0.000000000000e+00,3.677457024934e-04,14.1469
10,5,0.0195312500,-0.2304687500,4.058063978886e-04,5.500000000000e-04,20000,22044,0.000000000000e+00,4.058063978886e-04,0.000000000000e+00,4.058063978886e-04,14.1897
10,6,0.0234375000,-0.2265625000,3.547861882162e-05,0.000000000000e+00,20000,22044,0.000000000000e+00,3.547861882162e-05,0.000000000000e+00,3.547861882162e-05,13.1313
10,7,0.0273437500,-0.2226562500,4.060987198329e-04,4.500000000000e-04,20000,22044,0.000000000000e+00,4.060987198329e-04,0.000000000000e+00,4.060987198329e-04,14.1900
10,8,0.0312500000,-0.2187500000,3.335886159814e-04,3.500000000000e-04,20000,22044,0.000000000000e+00,3.335886159814e-04,0.000000000000e+00,3.335886159814e-04,14.1046
10,9,0.0351562500,-0.2148437500,4.054875647359e-04,3.500000000000e-04,20000,22044,0.000000000000e+00,4.054875647359e-04,0.000000000000e+00,4.054875647359e-04,14.1893
10,10,0.0390625000,-0.2109375000,3.547861882162e-05,5.000000000000e-05,20000,22044,0.000000000000e+00,3.547861882162e-05,0.000000000000e+00,3.547861882162e-05,13.1313
10,11,0.0429687500,-0.2070312500,3.546536321746e-05,5.000000000000e-05,20000,22044,0.000000000000e+00,3.546536321746e-05,0.000000000000e+00,3.546536321746e-05,13.1311
10,12,0.0468750000,-0.2031250000,1.321532309623e-06,0.000000000000e+00,20000,22044,0.000000000000e+00,1.321532309623e-06,0.000000000000e+00,1.321532309623e-06,11.7024
10,13,0.0507812500,-0.1992187500,1.822077558305e-05,0.000000000000e+00,20000,22044,0.000000000000e+00,1.822077558305e-05,0.000000000000e+00,1.822077558305e-05,12.8419
10,14,0.0546875000,-0.1953125000,9.894435527943e-07,0.000000000000e+00,20000,22044,0.000000000000e+00,9.894435527943e-07,0.000000000000e+00,9.894435527943e-07,11.5767
10,15,0.0585937500,-0.1914062500,3.882315697270e-04,4.000000000000e-04,20000,22044,0.000000000000e+00,3.882315697270e-04,0.000000000000e+00,3.882315697270e-04,14.1704
10,16,0.0625000000,-0.1875000000,3.329511229059e-04,4.500000000000e-04,20000,22044,0.000000000000e+00,3.329511229059e-04,0.000000000000e+00,3.329511229059e-04,14.1037
10,17,0.0664062500,-0.1835937500,4.054761573614e-04,4.000000000000e-04,20000,22044,0.000000000000e+00,4.054761573614e-04,0.000000000000e+00,4.054761573614e-04,14.1893
10,18,0.0703125000,-0.1796875000,3.547861882162e-05,0.000000000000e+00,20000,22044,0.000000000000e+00,3.547861882162e-05,0.000000000000e+00,3.547861882162e-05,13.1313
10,19,0.0742187500,-0.1757812500,3.546536321746e-05,5.000000000000e-05,20000,22044,0.000000000000e+00,3.546536321746e-05,0.000000000000e+00,3.546536321746e-05,13.1311
10,20,0.0781250000,-0.1718750000,1.321532309623e-06,0.000000000000e+00,20000,22044,0.000000000000e+00,1.321532309623e-06,0.000000000000e+00,1.321532309623e-06,11.7024
10,21,0.0820312500,-0.1679687500,1.822077558305e-05,0.000000000000e+00,20000,22044,0.000000000000e+00,1.822077558305e-05,0.000000000000e+00,1.822077558305e-05,12.8419
10,22,0.0859375000,-0.1640625000,9.894435527943e-07,0.000000000000e+00,20000,22044,0.000000000000e+00,9.894435527943e-07,0.000000000000e+00,9.894435527943e-07,11.5767
