BitsFlipped,OutputOnes,OutputFraction,ErrorPerN,Probability,MC_Probability,MC_Trials,LevelRealTrials,Log10TrialCount
14,51,0.1992187500,-0.0507812500,3.463508319946e-08,0.000000000000e+00,20000,20174,19.4510
14,52,0.2031250000,-0.0468750000,5.818776441994e-07,0.000000000000e+00,20000,20174,20.6763
14,53,0.2070312500,-0.0429687500,6.084919127372e-06,0.000000000000e+00,20000,20174,21.6957
14,54,0.2109375000,-0.0390625000,4.461016973027e-05,1.500000000000e-04,20000,20174,22.5609
14,55,0.2148437500,-0.0351562500,2.448182012175e-04,3.000000000000e-04,20000,20174,23.3003
14,56,0.2187500000,-0.0312500000,1.048517373479e-03,6.500000000000e-04,20000,20174,23.9321
14,57,0.2226562500,-0.0273437500,3.606718645050e-03,3.850000000000e-03,20000,20174,24.4686
14,58,0.2265625000,-0.0234375000,1.017455831107e-02,8.800000000000e-03,20000,20174,24.9190
14,59,0.2304687500,-0.0195312500,2.390939543371e-02,2.500000000000e-02,20000,20174,25.2901
14,60,0.2343750000,-0.0156250000,4.736167673588e-02,4.625000000000e-02,20000,20174,25.5869
14,61,0.2382812500,-0.0117187500,7.980225893439e-02,7.755000000000e-02,20000,20174,25.8135
14,62,0.2421875000,-0.0078125000,1.151531521938e-01,1.174000000000e-01,20000,20174,25.9728
14,63,0.2460937500,-0.0039062500,1.429983308300e-01,1.425500000000e-01,20000,20174,26.0668
14,64,0.2500000000,0.0000000000,1.533140069615e-01,1.514500000000e-01,20000,20174,26.0971
14,65,0.2539062500,0.0039062500,1.421558862736e-01,1.431000000000e-01,20000,20174,26.0643
14,66,0.2578125000,0.0078125000,1.140173602309e-01,1.159500000000e-01,20000,20174,25.9685
14,67,0.2617187500,0.0117187500,7.900067161562e-02,7.810000000000e-02,20000,20174,25.8091
14,68,0.2656250000,0.0156250000,4.714788989292e-02,4.770000000000e-02,20000,20174,25.5850
14,69,0.2695312500,0.0195312500,2.411977314533e-02,2.555000000000e-02,20000,20174,25.2939
14,70,0.2734375000,0.0234375000,1.050270955080e-02,1.080000000000e-02,20000,20174,24.9328
14,71,0.2773437500,0.0273437500,3.854441807943e-03,3.350000000000e-03,20000,20174,24.4975
14,72,0.2812500000,0.0312500000,1.176096775406e-03,9.000000000000e-04,20000,20174,23.9819
14,73,0.2851562500,0.0351562500,2.927835139622e-04,4.500000000000e-04,20000,20174,23.3780
14,74,0.2890625000,0.0390625000,5.789275991134e-05,1.500000000000e-04,20000,20174,22.6741
14,75,0.2929687500,0.0429687500,8.737109039065e-06,0.000000000000e+00,20000,20174,21.8529
14,76,0.2968750000,0.0468750000,9.440735091088e-07,0.000000000000e+00,20000,20174,20.8865
14,77,0.3007812500,0.0507812500,6.493590027600e-08,0.000000000000e+00,20000,20174,19.7240
14,78,0.3046875000,0.0546875000,2.132137712124e-09,0.000000000000e+00,20000,20174,18.2403
15,49,0.1914062500,-0.0585937500,1.930321824083e-10,0.000000000000e+00,20000,20186,18.7183
15,50,0.1953125000,-0.0546875000,7.615119596007e-09,0.000000000000e+00,20000,20186,20.3143
15,51,0.1992187500,-0.0507812500,1.403687449845e-07,0.000000000000e+00,20000,20186,21.5799
15,52,0.2031250000,-0.0468750000,1.613853544892e-06,0.000000000000e+00,20000,20186,22.6405
15,53,0.2070312500,-0.0429687500,1.303529840028e-05,0.000000000000e+00,20000,20186,23.5478
15,54,0.2109375000,-0.0390625000,7.898562825373e-05,1.000000000000e-04,20000,20186,24.3302
15,55,0.2148437500,-0.0351562500,3.743621436550e-04,2.500000000000e-04,20000,20186,25.0059
15,56,0.2187500000,-0.0312500000,1.428623084023e-03,1.300000000000e-03,20000,20186,25.5876
15,57,0.2226562500,-0.0273437500,4.483328578910e-03,4.950000000000e-03,20000,20186,26.0842
15,58,0.2265625000,-0.0234375000,1.175629939619e-02,1.145000000000e-02,20000,20186,26.5029
15,59,0.2304687500,-0.0195312500,2.607756542534e-02,2.605000000000e-02,20000,20186,26.8489
15,60,0.2343750000,-0.0156250000,4.940122196271e-02,4.920000000000e-02,20000,20186,27.1264
15,61,0.2382812500,-0.0117187500,8.051831202864e-02,7.735000000000e-02,20000,20186,27.3385
15,62,0.2421875000,-0.0078125000,1.135486754488e-01,1.152500000000e-01,20000,20186,27.4878
15,63,0.2460937500,-0.0039062500,1.391191340004e-01,1.405000000000e-01,20000,20186,27.5760
15,64,0.2500000000,0.0000000000,1.484942164138e-01,1.501500000000e-01,20000,20186,27.6043
15,65,0.2539062500,0.0039062500,1.382942935585e-01,1.374000000000e-01,20000,20186,27.5734
15,66,0.2578125000,0.0078125000,1.124069277979e-01,1.113500000000e-01,20000,20186,27.4834
15,67,0.2617187500,0.0117187500,7.966279515256e-02,8.115000000000e-02,20000,20186,27.3339
15,68,0.2656250000,0.0156250000,4.911249198951e-02,4.880000000000e-02,20000,20186,27.1238
15,69,0.2695312500,0.0195312500,2.623947890439e-02,2.635000000000e-02,20000,20186,26.8516
15,70,0.2734375000,0.0234375000,1.208205403434e-02,1.135000000000e-02,20000,20186,26.5148
15,71,0.2773437500,0.0273437500,4.757927228672e-03,4.250000000000e-03,20000,20186,26.1101
15,72,0.2812500000,0.0312500000,1.585876224220e-03,2.000000000000e-03,20000,20186,25.6329
15,73,0.2851562500,0.0351562500,4.411481829663e-04,6.500000000000e-04,20000,20186,25.0772
15,74,0.2890625000,0.0390625000,1.004596609948e-04,1.000000000000e-04,20000,20186,24.4346
15,75,0.2929687500,0.0429687500,1.822619840117e-05,5.000000000000e-05,20000,20186,23.6933
15,76,0.2968750000,0.0468750000,2.530848758578e-06,0.000000000000e+00,20000,20186,22.8359
15,77,0.3007812500,0.0507812500,2.522492878257e-07,0.000000000000e+00,20000,20186,21.8345
