BitsFlipped,OutputOnes,OutputFraction,ErrorPerN,Probability,MC_Probability,MC_Trials,LevelRealTrials,Log10TrialCount
11,117,0.4570312500,-0.0429687500,1.568855699209e-07,0.000000000000e+00,20000,20000,17.3022
11,118,0.4609375000,-0.0390625000,3.777275131787e-06,0.000000000000e+00,20000,20000,18.6838
11,119,0.4648437500,-0.0351562500,4.280394683913e-05,0.000000000000e+00,20000,20000,19.7381
11,120,0.4687500000,-0.0312500000,3.041786872956e-04,5.000000000000e-04,20000,20000,20.5897
11,121,0.4726562500,-0.0273437500,1.523369849437e-03,1.350000000000e-03,20000,20000,21.2894
11,122,0.4765625000,-0.0234375000,5.726630151413e-03,6.750000000000e-03,20000,20000,21.8645
11,123,0.4804687500,-0.0195312500,1.679904414416e-02,1.760000000000e-02,20000,20000,22.3319
11,124,0.4843750000,-0.0156250000,3.945495329962e-02,3.915000000000e-02,20000,20000,22.7027
11,125,0.4882812500,-0.0117187500,7.549839383245e-02,7.650000000000e-02,20000,20000,22.9845
11,126,0.4921875000,-0.0078125000,1.191115007931e-01,1.210500000000e-01,20000,20000,23.1825
11,127,0.4960937500,-0.0039062500,1.561362313415e-01,1.561500000000e-01,20000,20000,23.3001
11,128,0.5000000000,0.0000000000,1.707979195869e-01,1.689000000000e-01,20000,20000,23.3391
11,129,0.5039062500,0.0039062500,1.561362313415e-01,1.534500000000e-01,20000,20000,23.3001
11,130,0.5078125000,0.0078125000,1.191115007931e-01,1.194000000000e-01,20000,20000,23.1825
11,131,0.5117187500,0.0117187500,7.549839383245e-02,7.465000000000e-02,20000,20000,22.9845
11,132,0.5156250000,0.0156250000,3.945495329962e-02,3.955000000000e-02,20000,20000,22.7027
11,133,0.5195312500,0.0195312500,1.679904414416e-02,1.700000000000e-02,20000,20000,22.3319
11,134,0.5234375000,0.0234375000,5.726630151413e-03,6.250000000000e-03,20000,20000,21.8645
11,135,0.5273437500,0.0273437500,1.523369849437e-03,1.150000000000e-03,20000,20000,21.2894
11,136,0.5312500000,0.0312500000,3.041786872956e-04,5.500000000000e-04,20000,20000,20.5897
11,137,0.5351562500,0.0351562500,4.280394683913e-05,5.000000000000e-05,20000,20000,19.7381
11,138,0.5390625000,0.0390625000,3.777275131787e-06,0.000000000000e+00,20000,20000,18.6838
11,139,0.5429687500,0.0429687500,1.568855699209e-07,0.000000000000e+00,20000,20000,17.3022
12,116,0.4531250000,-0.0468750000,3.601883217811e-08,0.000000000000e+00,20000,20000,18.4630
12,117,0.4570312500,-0.0429687500,9.549916858591e-07,0.000000000000e+00,20000,20000,19.8865
12,118,0.4609375000,-0.0390625000,1.196298196749e-05,0.000000000000e+00,20000,20000,20.9843
12,119,0.4648437500,-0.0351562500,9.435971698382e-05,2.000000000000e-04,20000,20000,21.8813
12,120,0.4687500000,-0.0312500000,5.268369526912e-04,2.500000000000e-04,20000,20000,22.6282
12,121,0.4726562500,-0.0273437500,2.218607126193e-03,2.050000000000e-03,20000,20000,23.2526
12,122,0.4765625000,-0.0234375000,7.330115567367e-03,7.550000000000e-03,20000,20000,23.7716
12,123,0.4804687500,-0.0195312500,1.950758684020e-02,1.835000000000e-02,20000,20000,24.1967
12,124,0.4843750000,-0.0156250000,4.259042657415e-02,4.295000000000e-02,20000,20000,24.5358
12,125,0.4882812500,-0.0117187500,7.727629163200e-02,7.435000000000e-02,20000,20000,24.7945
12,126,0.4921875000,-0.0078125000,1.175747250368e-01,1.189500000000e-01,20000,20000,24.9768
12,127,0.4960937500,-0.0039062500,1.509021996929e-01,1.510000000000e-01,20000,20000,25.0852
12,128,0.5000000000,0.0000000000,1.639317937364e-01,1.651000000000e-01,20000,20000,25.1212
